wine_no,taster_name,taster_twitter
89976,Sean P. Sullivan,@wawinereport
89977,Michael Schachner,@wineschach
89978,Sean P. Sullivan,@wawinereport
89979,Anne Krebiehl MW,@AnneInVino
89980,Jim Gordon,@gordone_cellars
89981,Joe Czerwinski,@JoeCz
89982,Roger Voss,@vossroger
89983,Jim Gordon,@gordone_cellars
89984,Roger Voss,@vossroger
89985,Sean P. Sullivan,@wawinereport
89986,Kerin O’Keefe,@kerinokeefe
89987,Sean P. Sullivan,@wawinereport
89988,Matt Kettmann,@mattkettmann
89989,Roger Voss,@vossroger
89990,Kerin O’Keefe,@kerinokeefe
89991,Kerin O’Keefe,@kerinokeefe
89992,Kerin O’Keefe,@kerinokeefe
89993,Jim Gordon,@gordone_cellars
89994,Roger Voss,@vossroger
89995,Sean P. Sullivan,@wawinereport
89996,Virginie Boone,@vboone
89997,Sean P. Sullivan,@wawinereport
89998,Sean P. Sullivan,@wawinereport
89999,Kerin O’Keefe,@kerinokeefe
90000,Kerin O’Keefe,@kerinokeefe
90001,Anne Krebiehl MW,@AnneInVino
90002,Susan Kostrzewa,@suskostrzewa
90003,Roger Voss,@vossroger
90004,,
90005,Michael Schachner,@wineschach
90009,Anna Lee C. Iijima,
90010,Anna Lee C. Iijima,
90011,Anna Lee C. Iijima,
90012,Anna Lee C. Iijima,
90013,Anna Lee C. Iijima,
90014,Sean P. Sullivan,@wawinereport
90015,Kerin O’Keefe,@kerinokeefe
90016,Paul Gregutt,@paulgwine 
90017,Roger Voss,@vossroger
90018,Kerin O’Keefe,@kerinokeefe
90019,Roger Voss,@vossroger
90020,Roger Voss,@vossroger
90021,Roger Voss,@vossroger
90022,Virginie Boone,@vboone
90023,,
90024,,
90025,,
90026,Kerin O’Keefe,@kerinokeefe
90222,Kerin O’Keefe,@kerinokeefe
90027,Michael Schachner,@wineschach
90028,Kerin O’Keefe,@kerinokeefe
90029,Virginie Boone,@vboone
90030,Roger Voss,@vossroger
90031,Kerin O’Keefe,@kerinokeefe
90032,Roger Voss,@vossroger
90033,Anna Lee C. Iijima,
90034,Jim Gordon,@gordone_cellars
90035,Matt Kettmann,@mattkettmann
90036,Matt Kettmann,@mattkettmann
90037,Anna Lee C. Iijima,
90038,Kerin O’Keefe,@kerinokeefe
90039,Virginie Boone,@vboone
90040,Roger Voss,@vossroger
90041,Roger Voss,@vossroger
90058,Paul Gregutt,@paulgwine 
90042,Roger Voss,@vossroger
90043,Anna Lee C. Iijima,
90044,Paul Gregutt,@paulgwine 
90045,Anna Lee C. Iijima,
90046,Anna Lee C. Iijima,
90047,Virginie Boone,@vboone
90048,Matt Kettmann,@mattkettmann
90049,Matt Kettmann,@mattkettmann
90050,Paul Gregutt,@paulgwine 
90051,Kerin O’Keefe,@kerinokeefe
90052,Roger Voss,@vossroger
90053,Roger Voss,@vossroger
90054,Kerin O’Keefe,@kerinokeefe
90055,Kerin O’Keefe,@kerinokeefe
90056,Virginie Boone,@vboone
90057,Paul Gregutt,@paulgwine 
90059,,
90060,Paul Gregutt,@paulgwine 
90061,,
90062,Roger Voss,@vossroger
90063,Roger Voss,@vossroger
90064,Roger Voss,@vossroger
90065,Michael Schachner,@wineschach
90066,,
90067,Paul Gregutt,@paulgwine 
90068,Michael Schachner,@wineschach
90069,Roger Voss,@vossroger
90070,,
90071,,
90072,Michael Schachner,@wineschach
90073,Roger Voss,@vossroger
90074,Roger Voss,@vossroger
90075,,
90076,Susan Kostrzewa,@suskostrzewa
90077,Roger Voss,@vossroger
90078,Paul Gregutt,@paulgwine 
90079,Michael Schachner,@wineschach
90080,Michael Schachner,@wineschach
90081,Paul Gregutt,@paulgwine 
90082,,
90083,,
90084,Roger Voss,@vossroger
90085,,
90086,Roger Voss,@vossroger
90087,Lauren Buzzeo,@laurbuzz
90088,,
90089,Roger Voss,@vossroger
90090,Paul Gregutt,@paulgwine 
90091,,
90092,Michael Schachner,@wineschach
90093,,
90094,Paul Gregutt,@paulgwine 
90095,Anna Lee C. Iijima,
90096,Anna Lee C. Iijima,
90097,,
90098,Michael Schachner,@wineschach
90099,Paul Gregutt,@paulgwine 
90100,,
90101,Michael Schachner,@wineschach
90102,Roger Voss,@vossroger
90103,Roger Voss,@vossroger
90104,Paul Gregutt,@paulgwine 
90105,Michael Schachner,@wineschach
90106,,
90107,,
90108,,
90109,,
90110,,
90111,Paul Gregutt,@paulgwine 
90112,Paul Gregutt,@paulgwine 
90113,,
90114,Roger Voss,@vossroger
90115,Paul Gregutt,@paulgwine 
90116,Michael Schachner,@wineschach
90117,,
90118,,
90119,Roger Voss,@vossroger
90120,,
90121,,
90122,Lauren Buzzeo,@laurbuzz
90123,,
90124,Paul Gregutt,@paulgwine 
90125,Roger Voss,@vossroger
90126,Roger Voss,@vossroger
90127,Michael Schachner,@wineschach
90128,,
90129,Michael Schachner,@wineschach
90130,Lauren Buzzeo,@laurbuzz
90131,Paul Gregutt,@paulgwine 
90132,Anna Lee C. Iijima,
90133,Kerin O’Keefe,@kerinokeefe
90134,Mike DeSimone,@worldwineguys
90135,Jeff Jenssen,@worldwineguys
90136,Sean P. Sullivan,@wawinereport
90137,Roger Voss,@vossroger
90138,Michael Schachner,@wineschach
90139,Michael Schachner,@wineschach
90140,Joe Czerwinski,@JoeCz
90141,Kerin O’Keefe,@kerinokeefe
90142,Kerin O’Keefe,@kerinokeefe
90143,Roger Voss,@vossroger
90144,Roger Voss,@vossroger
90145,Mike DeSimone,@worldwineguys
90146,Jeff Jenssen,@worldwineguys
90221,Carrie Dykes,
90147,Matt Kettmann,@mattkettmann
90148,Jeff Jenssen,@worldwineguys
90149,Anna Lee C. Iijima,
90150,Jim Gordon,@gordone_cellars
90151,Jeff Jenssen,@worldwineguys
90152,Kerin O’Keefe,@kerinokeefe
90153,Kerin O’Keefe,@kerinokeefe
90154,Kerin O’Keefe,@kerinokeefe
90155,Anna Lee C. Iijima,
90156,Michael Schachner,@wineschach
90157,Lauren Buzzeo,@laurbuzz
90158,Kerin O’Keefe,@kerinokeefe
90159,Lauren Buzzeo,@laurbuzz
90160,Michael Schachner,@wineschach
90161,Lauren Buzzeo,@laurbuzz
90162,Roger Voss,@vossroger
90163,Roger Voss,@vossroger
90164,Roger Voss,@vossroger
90165,Roger Voss,@vossroger
90166,,
90167,,
90168,Roger Voss,@vossroger
90169,,
90170,Roger Voss,@vossroger
90171,Roger Voss,@vossroger
90172,,
90173,Roger Voss,@vossroger
90174,Roger Voss,@vossroger
90175,Joe Czerwinski,@JoeCz
90176,Joe Czerwinski,@JoeCz
90177,,
90178,Kerin O’Keefe,@kerinokeefe
90179,Paul Gregutt,@paulgwine 
90180,Joe Czerwinski,@JoeCz
90905,Michael Schachner,@wineschach
90181,,
90182,,
90183,,
90184,,
90185,,
90186,,
90187,,
90188,,
90189,,
90190,Michael Schachner,@wineschach
90191,Roger Voss,@vossroger
90192,Roger Voss,@vossroger
90193,Michael Schachner,@wineschach
90194,Roger Voss,@vossroger
90195,Roger Voss,@vossroger
90196,Joe Czerwinski,@JoeCz
90197,Roger Voss,@vossroger
90198,Joe Czerwinski,@JoeCz
90199,Carrie Dykes,
90200,Michael Schachner,@wineschach
90201,Carrie Dykes,
90202,Joe Czerwinski,@JoeCz
90203,Roger Voss,@vossroger
90204,Roger Voss,@vossroger
90205,Roger Voss,@vossroger
90206,Roger Voss,@vossroger
90207,Roger Voss,@vossroger
90208,Roger Voss,@vossroger
90209,Roger Voss,@vossroger
90210,Michael Schachner,@wineschach
90211,Michael Schachner,@wineschach
90212,Michael Schachner,@wineschach
90213,Michael Schachner,@wineschach
90214,Virginie Boone,@vboone
90215,Roger Voss,@vossroger
90216,Roger Voss,@vossroger
90217,Roger Voss,@vossroger
90218,Roger Voss,@vossroger
90219,Michael Schachner,@wineschach
90220,Roger Voss,@vossroger
90223,Kerin O’Keefe,@kerinokeefe
90224,,
90225,,
90226,,
90227,Michael Schachner,@wineschach
90228,Virginie Boone,@vboone
90229,Michael Schachner,@wineschach
90230,,
90231,Michael Schachner,@wineschach
90232,,
90233,,
90234,Michael Schachner,@wineschach
90235,,
90236,,
90237,,
90238,,
90239,,
90240,Kerin O’Keefe,@kerinokeefe
90241,,
90242,Michael Schachner,@wineschach
90243,Michael Schachner,@wineschach
90244,,
90245,,
90246,Kerin O’Keefe,@kerinokeefe
90247,Michael Schachner,@wineschach
90248,Michael Schachner,@wineschach
90249,Lauren Buzzeo,@laurbuzz
90250,Joe Czerwinski,@JoeCz
90251,,
90252,,
90253,Paul Gregutt,@paulgwine 
90254,Lauren Buzzeo,@laurbuzz
90255,,
90256,Paul Gregutt,@paulgwine 
90257,Anna Lee C. Iijima,
90258,,
90259,Paul Gregutt,@paulgwine 
90260,Michael Schachner,@wineschach
90261,Lauren Buzzeo,@laurbuzz
90262,Michael Schachner,@wineschach
90263,Anna Lee C. Iijima,
90264,,
90265,Paul Gregutt,@paulgwine 
90266,,
90267,,
90268,,
90269,Anna Lee C. Iijima,
90270,,
90271,Roger Voss,@vossroger
90272,Jim Gordon,@gordone_cellars
90273,Virginie Boone,@vboone
90274,Sean P. Sullivan,@wawinereport
90275,Sean P. Sullivan,@wawinereport
90276,Sean P. Sullivan,@wawinereport
90277,Matt Kettmann,@mattkettmann
90278,Jim Gordon,@gordone_cellars
90279,Virginie Boone,@vboone
90280,Anne Krebiehl MW,@AnneInVino
90281,Sean P. Sullivan,@wawinereport
90282,Sean P. Sullivan,@wawinereport
90283,Anne Krebiehl MW,@AnneInVino
90284,Virginie Boone,@vboone
90285,Jim Gordon,@gordone_cellars
90286,Sean P. Sullivan,@wawinereport
90287,Anne Krebiehl MW,@AnneInVino
90288,Sean P. Sullivan,@wawinereport
90289,Matt Kettmann,@mattkettmann
90290,Roger Voss,@vossroger
90291,Sean P. Sullivan,@wawinereport
90292,Matt Kettmann,@mattkettmann
90293,Anna Lee C. Iijima,
90294,Matt Kettmann,@mattkettmann
90295,Roger Voss,@vossroger
90296,Sean P. Sullivan,@wawinereport
90297,Anne Krebiehl MW,@AnneInVino
90298,Sean P. Sullivan,@wawinereport
90317,Virginie Boone,@vboone
90299,Anne Krebiehl MW,@AnneInVino
90300,Virginie Boone,@vboone
90301,Paul Gregutt,@paulgwine 
90302,Michael Schachner,@wineschach
90303,Kerin O’Keefe,@kerinokeefe
90304,Matt Kettmann,@mattkettmann
90305,Paul Gregutt,@paulgwine 
90306,Paul Gregutt,@paulgwine 
90307,Matt Kettmann,@mattkettmann
90308,Paul Gregutt,@paulgwine 
90309,Matt Kettmann,@mattkettmann
90310,Matt Kettmann,@mattkettmann
90311,Matt Kettmann,@mattkettmann
90312,Roger Voss,@vossroger
90313,Matt Kettmann,@mattkettmann
90314,Michael Schachner,@wineschach
90315,Anna Lee C. Iijima,
90316,Roger Voss,@vossroger
90318,Roger Voss,@vossroger
90319,Roger Voss,@vossroger
90320,Virginie Boone,@vboone
90321,Roger Voss,@vossroger
90322,Michael Schachner,@wineschach
90323,Kerin O’Keefe,@kerinokeefe
90324,Roger Voss,@vossroger
90325,Jim Gordon,@gordone_cellars
90326,Anna Lee C. Iijima,
90327,Michael Schachner,@wineschach
90328,Kerin O’Keefe,@kerinokeefe
90329,Kerin O’Keefe,@kerinokeefe
90330,Anna Lee C. Iijima,
90331,Roger Voss,@vossroger
90332,,
90333,,
90334,Michael Schachner,@wineschach
90335,,
90336,,
90337,,
90338,,
90339,,
90340,Roger Voss,@vossroger
90341,,
90342,,
90343,Roger Voss,@vossroger
90344,,
90345,Paul Gregutt,@paulgwine 
90346,,
90347,,
90348,Roger Voss,@vossroger
90349,,
90350,,
90382,Virginie Boone,@vboone
90351,,
90352,,
90353,Paul Gregutt,@paulgwine 
90354,Paul Gregutt,@paulgwine 
90355,,
90356,Paul Gregutt,@paulgwine 
90357,Paul Gregutt,@paulgwine 
90358,Paul Gregutt,@paulgwine 
90359,Paul Gregutt,@paulgwine 
90360,,
90361,Paul Gregutt,@paulgwine 
90362,Lauren Buzzeo,@laurbuzz
90363,Lauren Buzzeo,@laurbuzz
90364,,
90383,Kerin O’Keefe,@kerinokeefe
90365,Anna Lee C. Iijima,
90366,Virginie Boone,@vboone
90367,Kerin O’Keefe,@kerinokeefe
90368,Lauren Buzzeo,@laurbuzz
90369,Paul Gregutt,@paulgwine 
90370,Paul Gregutt,@paulgwine 
90371,Paul Gregutt,@paulgwine 
90372,Mike DeSimone,@worldwineguys
90373,,
90374,Michael Schachner,@wineschach
90375,Roger Voss,@vossroger
90376,Virginie Boone,@vboone
90377,Michael Schachner,@wineschach
90378,Kerin O’Keefe,@kerinokeefe
90379,Anna Lee C. Iijima,
90380,Paul Gregutt,@paulgwine 
90381,Paul Gregutt,@paulgwine 
90384,,
90385,,
90386,Virginie Boone,@vboone
90387,Kerin O’Keefe,@kerinokeefe
90388,Kerin O’Keefe,@kerinokeefe
90389,Kerin O’Keefe,@kerinokeefe
90390,Kerin O’Keefe,@kerinokeefe
90391,Paul Gregutt,@paulgwine 
90392,Jim Gordon,@gordone_cellars
90393,Kerin O’Keefe,@kerinokeefe
90394,Roger Voss,@vossroger
90395,Sean P. Sullivan,@wawinereport
90396,Roger Voss,@vossroger
90397,Roger Voss,@vossroger
90398,Roger Voss,@vossroger
90399,Kerin O’Keefe,@kerinokeefe
90400,Roger Voss,@vossroger
90401,Roger Voss,@vossroger
90402,Roger Voss,@vossroger
90403,Roger Voss,@vossroger
90404,Roger Voss,@vossroger
90405,Kerin O’Keefe,@kerinokeefe
90406,Roger Voss,@vossroger
90407,Matt Kettmann,@mattkettmann
90408,Virginie Boone,@vboone
90409,Virginie Boone,@vboone
90410,Roger Voss,@vossroger
90411,Roger Voss,@vossroger
90412,Anna Lee C. Iijima,
90413,Roger Voss,@vossroger
90414,Mike DeSimone,@worldwineguys
90415,Michael Schachner,@wineschach
90416,Michael Schachner,@wineschach
90417,Kerin O’Keefe,@kerinokeefe
90418,Kerin O’Keefe,@kerinokeefe
90419,Kerin O’Keefe,@kerinokeefe
90420,Kerin O’Keefe,@kerinokeefe
90421,Kerin O’Keefe,@kerinokeefe
90422,Kerin O’Keefe,@kerinokeefe
90423,Michael Schachner,@wineschach
90424,Joe Czerwinski,@JoeCz
90425,Michael Schachner,@wineschach
90426,Roger Voss,@vossroger
90427,Roger Voss,@vossroger
90428,Roger Voss,@vossroger
90429,Paul Gregutt,@paulgwine 
90430,Roger Voss,@vossroger
90431,Sean P. Sullivan,@wawinereport
90432,Matt Kettmann,@mattkettmann
90433,Paul Gregutt,@paulgwine 
90434,Paul Gregutt,@paulgwine 
90435,Kerin O’Keefe,@kerinokeefe
90436,Michael Schachner,@wineschach
90437,Jim Gordon,@gordone_cellars
90438,Virginie Boone,@vboone
90439,Virginie Boone,@vboone
90440,Virginie Boone,@vboone
90441,Jim Gordon,@gordone_cellars
90442,Kerin O’Keefe,@kerinokeefe
90443,Lauren Buzzeo,@laurbuzz
90444,Matt Kettmann,@mattkettmann
90445,Virginie Boone,@vboone
90446,Kerin O’Keefe,@kerinokeefe
90447,Matt Kettmann,@mattkettmann
90448,Virginie Boone,@vboone
90449,Alexander Peartree,
90450,Sean P. Sullivan,@wawinereport
90451,Virginie Boone,@vboone
90452,Virginie Boone,@vboone
90453,Sean P. Sullivan,@wawinereport
90454,Kerin O’Keefe,@kerinokeefe
90455,Matt Kettmann,@mattkettmann
90456,Roger Voss,@vossroger
90457,Michael Schachner,@wineschach
90458,Jim Gordon,@gordone_cellars
90459,Virginie Boone,@vboone
90460,Matt Kettmann,@mattkettmann
90461,Lauren Buzzeo,@laurbuzz
90462,Kerin O’Keefe,@kerinokeefe
90463,Virginie Boone,@vboone
90464,Matt Kettmann,@mattkettmann
90465,Anne Krebiehl MW,@AnneInVino
90466,Roger Voss,@vossroger
90467,Sean P. Sullivan,@wawinereport
90468,Kerin O’Keefe,@kerinokeefe
90469,Matt Kettmann,@mattkettmann
90470,Anne Krebiehl MW,@AnneInVino
90471,Virginie Boone,@vboone
90472,Matt Kettmann,@mattkettmann
90626,,
90473,Kerin O’Keefe,@kerinokeefe
90474,Virginie Boone,@vboone
90475,Kerin O’Keefe,@kerinokeefe
90476,Anne Krebiehl MW,@AnneInVino
90477,Anne Krebiehl MW,@AnneInVino
90478,Jim Gordon,@gordone_cellars
90479,Anne Krebiehl MW,@AnneInVino
90480,Anne Krebiehl MW,@AnneInVino
90481,Anne Krebiehl MW,@AnneInVino
90482,Sean P. Sullivan,@wawinereport
90483,Roger Voss,@vossroger
90484,Kerin O’Keefe,@kerinokeefe
90485,Joe Czerwinski,@JoeCz
90486,Roger Voss,@vossroger
90487,Sean P. Sullivan,@wawinereport
90488,Roger Voss,@vossroger
90489,Matt Kettmann,@mattkettmann
90490,Sean P. Sullivan,@wawinereport
90491,Anne Krebiehl MW,@AnneInVino
90492,Anne Krebiehl MW,@AnneInVino
90493,Virginie Boone,@vboone
90494,Anne Krebiehl MW,@AnneInVino
90495,,
90496,Paul Gregutt,@paulgwine 
90497,,
90498,Virginie Boone,@vboone
90499,,
90500,,
90501,Paul Gregutt,@paulgwine 
90502,,
90503,,
90504,Joe Czerwinski,@JoeCz
90554,Kerin O’Keefe,@kerinokeefe
90505,Michael Schachner,@wineschach
90506,,
90507,,
90508,Michael Schachner,@wineschach
90509,Lauren Buzzeo,@laurbuzz
90510,Joe Czerwinski,@JoeCz
90511,Michael Schachner,@wineschach
90512,,
90513,Virginie Boone,@vboone
90514,,
90515,Michael Schachner,@wineschach
90516,Roger Voss,@vossroger
90517,Joe Czerwinski,@JoeCz
90518,Kerin O’Keefe,@kerinokeefe
90519,Kerin O’Keefe,@kerinokeefe
90520,Paul Gregutt,@paulgwine 
90521,Virginie Boone,@vboone
90522,Joe Czerwinski,@JoeCz
90523,Anne Krebiehl MW,@AnneInVino
90524,Matt Kettmann,@mattkettmann
90525,Virginie Boone,@vboone
90526,Virginie Boone,@vboone
90527,Jim Gordon,@gordone_cellars
90528,Jim Gordon,@gordone_cellars
90529,Joe Czerwinski,@JoeCz
90530,Michael Schachner,@wineschach
90531,Joe Czerwinski,@JoeCz
90532,Paul Gregutt,@paulgwine 
90533,Michael Schachner,@wineschach
90534,Michael Schachner,@wineschach
90535,Joe Czerwinski,@JoeCz
90536,Joe Czerwinski,@JoeCz
90537,Virginie Boone,@vboone
90538,Michael Schachner,@wineschach
90539,Virginie Boone,@vboone
90540,Kerin O’Keefe,@kerinokeefe
90541,Kerin O’Keefe,@kerinokeefe
90542,Roger Voss,@vossroger
90543,Roger Voss,@vossroger
90544,Roger Voss,@vossroger
90545,Roger Voss,@vossroger
90546,Matt Kettmann,@mattkettmann
90547,Virginie Boone,@vboone
90548,Virginie Boone,@vboone
90549,Joe Czerwinski,@JoeCz
90550,Roger Voss,@vossroger
90551,Michael Schachner,@wineschach
90552,Paul Gregutt,@paulgwine 
90553,Paul Gregutt,@paulgwine 
90555,Kerin O’Keefe,@kerinokeefe
90556,Kerin O’Keefe,@kerinokeefe
90557,Kerin O’Keefe,@kerinokeefe
90558,Kerin O’Keefe,@kerinokeefe
90559,Paul Gregutt,@paulgwine 
90560,Jim Gordon,@gordone_cellars
90561,Paul Gregutt,@paulgwine 
90562,Roger Voss,@vossroger
90563,Matt Kettmann,@mattkettmann
90564,Anna Lee C. Iijima,
90565,Virginie Boone,@vboone
90566,Kerin O’Keefe,@kerinokeefe
90567,Paul Gregutt,@paulgwine 
90568,Kerin O’Keefe,@kerinokeefe
90569,Roger Voss,@vossroger
90570,Joe Czerwinski,@JoeCz
90571,Joe Czerwinski,@JoeCz
90572,Anna Lee C. Iijima,
90573,Michael Schachner,@wineschach
90574,Paul Gregutt,@paulgwine 
90575,Paul Gregutt,@paulgwine 
90576,Anne Krebiehl MW,@AnneInVino
90577,Anne Krebiehl MW,@AnneInVino
90578,Roger Voss,@vossroger
90579,Paul Gregutt,@paulgwine 
90580,Virginie Boone,@vboone
90581,Paul Gregutt,@paulgwine 
90582,Paul Gregutt,@paulgwine 
90583,Roger Voss,@vossroger
90584,Roger Voss,@vossroger
90585,Roger Voss,@vossroger
90586,Paul Gregutt,@paulgwine 
90587,Anna Lee C. Iijima,
90588,Roger Voss,@vossroger
90589,Jim Gordon,@gordone_cellars
90590,Virginie Boone,@vboone
90591,Joe Czerwinski,@JoeCz
90592,Michael Schachner,@wineschach
90593,Kerin O’Keefe,@kerinokeefe
90594,Kerin O’Keefe,@kerinokeefe
90595,Matt Kettmann,@mattkettmann
90596,Kerin O’Keefe,@kerinokeefe
90597,Virginie Boone,@vboone
90598,Joe Czerwinski,@JoeCz
90599,Paul Gregutt,@paulgwine 
90600,Paul Gregutt,@paulgwine 
90601,Paul Gregutt,@paulgwine 
90602,Virginie Boone,@vboone
90603,Roger Voss,@vossroger
90604,Anne Krebiehl MW,@AnneInVino
90605,Virginie Boone,@vboone
90606,Roger Voss,@vossroger
90607,Roger Voss,@vossroger
90608,,
90609,Michael Schachner,@wineschach
90610,,
90611,Michael Schachner,@wineschach
90612,Michael Schachner,@wineschach
90613,Michael Schachner,@wineschach
90614,,
90615,Michael Schachner,@wineschach
90616,Sean P. Sullivan,@wawinereport
90617,,
90618,,
90619,,
90620,,
90621,Roger Voss,@vossroger
90622,,
90623,Paul Gregutt,@paulgwine 
90624,,
90625,Roger Voss,@vossroger
90628,Michael Schachner,@wineschach
90629,,
90630,Michael Schachner,@wineschach
90631,Michael Schachner,@wineschach
90632,Michael Schachner,@wineschach
90633,Roger Voss,@vossroger
90634,Paul Gregutt,@paulgwine 
90635,,
90636,Anne Krebiehl MW,@AnneInVino
90637,Roger Voss,@vossroger
90638,Anne Krebiehl MW,@AnneInVino
90639,Matt Kettmann,@mattkettmann
90640,Matt Kettmann,@mattkettmann
90641,Anna Lee C. Iijima,
90642,Anne Krebiehl MW,@AnneInVino
90643,Lauren Buzzeo,@laurbuzz
90644,Jim Gordon,@gordone_cellars
90645,Anne Krebiehl MW,@AnneInVino
90646,Kerin O’Keefe,@kerinokeefe
90647,Anne Krebiehl MW,@AnneInVino
90648,Anne Krebiehl MW,@AnneInVino
90649,Lauren Buzzeo,@laurbuzz
90650,Matt Kettmann,@mattkettmann
90651,Anna Lee C. Iijima,
90652,Matt Kettmann,@mattkettmann
90653,Jim Gordon,@gordone_cellars
90654,Anne Krebiehl MW,@AnneInVino
90655,Kerin O’Keefe,@kerinokeefe
90656,Kerin O’Keefe,@kerinokeefe
90657,Michael Schachner,@wineschach
90658,Matt Kettmann,@mattkettmann
90659,Virginie Boone,@vboone
90660,Anne Krebiehl MW,@AnneInVino
90661,Matt Kettmann,@mattkettmann
90662,Virginie Boone,@vboone
90663,Anne Krebiehl MW,@AnneInVino
90664,Anne Krebiehl MW,@AnneInVino
90665,Matt Kettmann,@mattkettmann
90666,Anne Krebiehl MW,@AnneInVino
90667,Virginie Boone,@vboone
90668,Roger Voss,@vossroger
90669,Jim Gordon,@gordone_cellars
90670,Anne Krebiehl MW,@AnneInVino
90671,Virginie Boone,@vboone
90672,Kerin O’Keefe,@kerinokeefe
90673,Anne Krebiehl MW,@AnneInVino
90674,Jim Gordon,@gordone_cellars
90675,Jim Gordon,@gordone_cellars
90676,Kerin O’Keefe,@kerinokeefe
90677,Anne Krebiehl MW,@AnneInVino
90678,Virginie Boone,@vboone
90679,Matt Kettmann,@mattkettmann
90680,Anne Krebiehl MW,@AnneInVino
90681,Sean P. Sullivan,@wawinereport
90682,Virginie Boone,@vboone
90683,Joe Czerwinski,@JoeCz
90684,Virginie Boone,@vboone
90685,Kerin O’Keefe,@kerinokeefe
90686,Virginie Boone,@vboone
90687,Joe Czerwinski,@JoeCz
90688,Virginie Boone,@vboone
90689,Virginie Boone,@vboone
90690,Sean P. Sullivan,@wawinereport
90691,Sean P. Sullivan,@wawinereport
90692,Sean P. Sullivan,@wawinereport
90693,Matt Kettmann,@mattkettmann
90694,Kerin O’Keefe,@kerinokeefe
90695,Jim Gordon,@gordone_cellars
90696,Anna Lee C. Iijima,
90729,Michael Schachner,@wineschach
90697,Paul Gregutt,@paulgwine 
90698,Anna Lee C. Iijima,
90699,Kerin O’Keefe,@kerinokeefe
90700,Roger Voss,@vossroger
90701,Mike DeSimone,@worldwineguys
90702,Roger Voss,@vossroger
90703,Virginie Boone,@vboone
90704,Roger Voss,@vossroger
90705,Anna Lee C. Iijima,
90706,Jim Gordon,@gordone_cellars
90707,Michael Schachner,@wineschach
90708,Michael Schachner,@wineschach
90709,Kerin O’Keefe,@kerinokeefe
90710,Roger Voss,@vossroger
90711,Paul Gregutt,@paulgwine 
90712,Matt Kettmann,@mattkettmann
90713,Anna Lee C. Iijima,
90714,Roger Voss,@vossroger
90715,Roger Voss,@vossroger
90716,Michael Schachner,@wineschach
90717,Kerin O’Keefe,@kerinokeefe
90718,Michael Schachner,@wineschach
90719,Kerin O’Keefe,@kerinokeefe
90720,Kerin O’Keefe,@kerinokeefe
90721,Matt Kettmann,@mattkettmann
90722,Michael Schachner,@wineschach
90723,Joe Czerwinski,@JoeCz
90724,Kerin O’Keefe,@kerinokeefe
90725,Roger Voss,@vossroger
90726,Roger Voss,@vossroger
90727,Joe Czerwinski,@JoeCz
90728,,
90730,Roger Voss,@vossroger
90731,Roger Voss,@vossroger
90732,Joe Czerwinski,@JoeCz
90733,,
90734,,
90735,Roger Voss,@vossroger
90736,,
90737,Joe Czerwinski,@JoeCz
90738,Roger Voss,@vossroger
90739,Michael Schachner,@wineschach
