wine_no,designation,winery
127310,Coltassala Riserva,Volpaia
127311,Ferrington Vineyard,Williams Selyem
127312,Cuvée St. E,J. Lohr
127313,Quaglia Vineyard Old Vine,V. Sattui
127314,Foho Riserva,Casa al Vento
127315,Les Melleresses,Château la Varière
127316,OFS,De Loach
127317,Ritchie Vineyard Middle Reach,De Loach
127318,Weir Vineyard,Drew
127319,Bella's Blend,Ehret
127320,Signature,Wolfberger
127321,Estate Bottled,Trump
127322,,Hecht & Bannier
127323,Estate,Benessere
127324,,Bottega Vinai
127325,Buttonwood Vineyard,Brander
127326,Signature Blend,Buttonwood
127327,Lindsay's Vineyard,Foundry
127330,Tradition,Kuentz-Bas
127331,,La Cappuccina
127332,Ritratti,La Vis
127333,,MacMurray Estate Vineyards
127334,Gran Reserva,Morandé
127335,,Oberon
127336,,Oliver
127337,Olivet Lane,Pellegrini
127338,,Maquis
127339,,Margerum
127340,Liquidity,Market Vineyards
127341,Traditions,Milbrandt
127342,,Palazzo Maffei
127343,,Proulx
127344,,Sauska
127345,,Sequoia Grove
127346,Graham Family Vineyard,Testarossa
127347,,Trece Ranchos
127348,Vintner's Cuvée Barrel Fermented,Treleaven
127349,Alter Ego de Château Palmer Barrel sample,Château Palmer
127350,B de Valandraud Barrel sample,Château Valandraud
127351,Péby Faugères barrel sample,Château Faugères
127352,La Chapelle de Potensac Barrel sample,Château Potensac
127353,Tronquoy Sainte-Anne Barrel sample,Château Tronquoy-Lalande
127354,Rose et Or,Château Minuty
127355,Le Clarence de Haut-Brion Barrel sample,Château Haut-Brion
127356,La Chapelle de la Mission Haut-Brion Barrel sample,Château La Mission Haut-Brion
127357,Le Petit Lion Barrel sample,Château Léoville Las Cases
127358,Le Petit Cheval Barrel sample,Château Cheval Blanc
127359,Barrel sample,Château Reysson
127360,L'Instant,Château Barbanau
127361,Sables d'Azur,Château Gassier
127362,Jules,Domaine du Grand Cros
127363,,Château Rollan de By
127364,Prestige,Château Haut Condissas
127365,,Château Tour Seran
127366,,Château La Clare
127367,Montonia,Weingut Am Stein
127368,Ten Degrees,Goldeneye
127369,Obsidian,Arkenstone
127370,Confluence Vineyard,Goldeneye
127371,Deidesheimer Hohenmorgen Trockenbeerenauslese - 375 ml,Geh. Rat Dr. von Bassermann-Jordan
127372,,Au Sommet
127373,The Narrows Vineyard,Goldeneye
127374,Leiwener Laurentiuslay Beerenauslese,St. Urbans-Hof
127375,Hermanschachtern,Ebner-Ebenauer
127376,,Monte Antico
127377,Blanco,Muga
127378,Julius,Ormanni
127379,Wine Creek Ranch,Quivira
127380,Dry,Sheldrake Point
127381,Reserva,Terrazas de Los Andes
127382,,Tessa Marie
127383,Edna Ranch,Tolosa
127384,,V. Sattui
127385,Sélection,Georges Duboeuf
127386,Von den Rieden,H. & M. Hofer
127387,Cuvée Confidentielle,Henry Fessy
127388,Crianza,Gladium
127389,Alle Viole,Tenuta di Ceppaiano
127390,,Angeline
127391,Renewel Nuits-Blanches au Barge,Au Bon Climat
127392,Aquebogue Estate,Comtesse Thérèse
127393,,Dehesa de Luna
127394,,Del Rio
127395,Cuvée Constantine,Demetria
127396,,Expression 44°
127397,Fermentado en Barrica Blanco,Finca Nueva
127398,Petersen Vineyard,Sonoma Coast Vineyards
127399,Four Acre Zin,Summers
127400,,Envy
127401,Passo del Lupo Riserva,Fazi Battaglia
127402,Herencia del Capricho,Gancedo
127403,Ximensis,Genium Celler
127404,,Höpler
127405,Beerenauslese,Höpler
127406,,Acrobat
127407,Extra Brut Riserva,Arunda
127408,Varietales,Baron De Ley
127409,Inspiración,Bodegas Valdemar
127410,,Calera
127411,,The Ghost in the Machine
127412,,Torii Mor
127413,Cuvée Estate Grown,Venteux
127414,Tualatin Estate,Willamette Valley Vineyards
127415,,Williams Selyem
127416,Kellermeister Privat Kremser Goldberg,Winzer Krems
127417,Sceales Vineyard,Hobo
127418,,Hobo
127419,Heideboden,Nittnaus Hans und Christine
127420,,Peju
127421,PureCoz,Pure Cru
127422,,Stemmler
127423,,Tabarrini
127424,Sanct Valentin,Cantina Produttori San Michele Appiano
127425,Gran Reserva Los Quillayes Vineyard,Carmen
127426,Coma d'En Pou,Celler Bàrbara Forés
127427,,Château Cantin
127428,Vieux Château Chauvin,Château Chauvin
127429,,Château Coussin
127430,Chapter 4 Red,J. Bookwalter
127431,Stone's Throw Vineyard Estate Grown,Nefarious
127432,Suscol Ranch,Nickel & Nickel
127433,,Gaja
127434,Cannubi,Giacomo Fenocchio
127435,La Côtes des Monts Damnés,Henri Bourgeois
127436,Soberanes Vineyard,Bruliam
127437,Santo Stefano Riserva,Castello di Neive
127438,,Château Carbonnieux
127439,Paris Brut,Duval-Leroy
127440,RSM Vineyard,Handley
127441,La Tartufaia,Giulia Negri
127442,Harris Vineyard,Nickel & Nickel
127443,Exception,Pascal Jolivet
127444,Vineyard Georges III,Sojourn
127445,Estate,Iron Horse
127446,LVLL Stone Tree Vineyard,Kontos
127447,,Château de Fieuzal
127448,Darmagi,Gaja
127449,Mirau,Negretti
127450,Proprietary Cuvée,Sojourn
127451,Heritage Clone,Iron Horse
127452,Tortoniano,Michele Chiarlo
127453,Alpha M,Montes
127454,,Carte Blanche
127455,Yverdon Vineyard,Terra Valentine
127456,Occam's Razor Block Ten,Rasa
127457,Silo Reserve,Rulo
127475,Superior,Colinas do Douro
127458,Seven Hills Vineyard,Seven Hills
127459,Gold Ridge Hills,Sonoma Coast Vineyards
127460,,Silver Veil
127461,,Southern Right
127462,The Eagle Rock,Alder Fels
127463,Domaine de la Becassonne,André Brunel
127464,,Apothic
127465,Citrus Grove,Bellingham
127466,Quinta da Fonte do OuroTinto,Boas Quintas
127467,Mile Marker 33.89,Borne
127468,Ancestral,Château Armandière
127469,,Château Beauséjour
127470,,Château La Nerthe
127471,,Château Lamartine
127472,Harvest Select Sweet,Chateau Ste. Michelle
127473,Dead Nuts,Chronic Cellars
127474,Suite Petite,Chronic Cellars
127598,,La Palma
127476,Rutherford Estate Vineyard,Conn Creek
127477,,Domaine Christian Moreau Père et Fils
127478,Luxe Brut Méthode Champenoise,Domaine Ste. Michelle
127479,Vigna Le Macchiarelle Riserva,Fanti
127480,Rosso Il Campo,Giornata
127481,Encontro Q do E Blanco,Global Wines
127482,Colheita Seleccionada,Herdade Grande
127483,Crazy Creek,Katherine Goldschmidt
127484,,Klein Constantia
127485,Taste,Bedell
127486,,Clos de L'Oratoire des Papes
127487,Teldeschi Vineyards Home Ranch,Del Carlo Winery
127488,Spätlese,Dr. Volkmar
127489,Halbtrocken,Grafen Neipperg
127490,Los Vascos,Domaines Barons de Rothschild (Lafite)
127491,,Ferrari-Carano
127492,Reserva 1865,San Pedro
127512,,Charles Krug
127493,Reserva,Santa Rita
127494,,Dallas Conté
127495,L'Aristocratico,Ca' Montini
127496,,Campanile
127497,,Astoria
127498,Catalina,Santa Ema
127499,Xplorador,Concha y Toro
127500,Reserve,Cono Sur
127501,,Elena Walch
127502,Jardin,Guelbenzu
127503,,Plozner
127504,Vigneto S. Antonio,Tenuta Setten
127505,Millesimato,Mezzacorona
127506,Santa Digna,Miguel Torres
127507,Grand Reserve Vitisterra,Morandé
127508,,Kenwood
127509,Montemar,Aresti
127510,,Carmen
127511,Coastal,Beaulieu Vineyard
127513,,Val di Suga
127514,Morar,Valentina Cubi
127515,Pinot Noir,Villa Wolf
127516,Selección Especial 1,Jorge Ordóñez & Co.
127517,Heritage McGah Vineyard,Kale
127518,Brix Vineyard Estate Grown,Kelleher
127519,Block 21,Kelleher
127520,Danielli,Kuleto Estate
127521,,Lionel Osmin & Cie
127522,,Louis Jadot
127523,,Louis Jadot
127524,,Maison Champy
127525,Conte Federico,Masi
127526,Lua Cheia em Vinhas Velhas,Wines & Winemakers
127527,Nostalgia 10 Barricas,Wines & Winemakers
127528,Mt. Amasa,Yatir
127529,Riserva,Abbazia di Novacella
127530,,Acacia
127945,,Château Ramafort
127531,Alavigna Tosca,Ackerman Family Vineyards
127532,Gran Reserva,Alidis
127533,Floreado,Andriano
127534,Anima,Avondale
127535,Reserve,Bennett Lane
127536,,Betwixt
127537,,Buehler
127538,Serrig Schloss Saarsteiner Kabinett Grosse Lage,Schloss Saarstein
127539,Zomborka,Gróf Degenfeld
127540,Estate,Hestan
127541,,Hound's Tree
127542,Bridão Private Collection,Adega Cooperativa do Cartaxo
127543,Les Cailles Premier Cru,Bouchard Père & Fils
127544,Lot 172,Cameron Hughes
127545,Rocca Sveva Mida,Cantina di Soave
127546,,So Rare
127547,Home Ranch Vineyard,Steven Kent
127565,Boushey Vineyard,JM Cellars
127548,,Stromberg Vineyards
127549,Coyote Canyon Vineyard,Syncline
127550,Stella Maris Red,Northstar
127551,Solomon Hills Vineyard,Ojai
127552,Rerum 500 ml,Sartori
127553,,Calera
127554,Lot 175,Cameron Hughes
127555,Reserve,Cerro Prieto
127556,La Forge de Tart Premier Cru,Clos de Tart
127557,Aux Perdrix Premier Cru,Domaine des Perdrix
127558,Les Pruliers Premier Cru,Domaine Henri Gouges
127559,,Feliz Noche
127560,RiverBend Vineyard,Fielding Hills
127561,The Pixie,Gorman
127562,,Hall
127563,Les Roncerets Premier Cru,Henri de Villamont
127564,L'Estro del Mastro 500 ml,Il Conte
127566,,Louis Latour
127567,Pinot Noir Brut,Bailly-Lapierre
127568,,Bin 36
127569,,Château la Bessane
127570,The Swagger Reserve Red,Darby
127571,Château du Grand Pré,Georges Duboeuf
127572,Meredith Estate,Merry Edwards
127573,Malleolus de Valderramiro,Emilio Moro
127574,Malleolus de Sanchomartin,Emilio Moro
127575,Highlands Estates Trace Ridge,Kendall-Jackson
127576,,Château Guiraud
127577,Pearlessence,Failla
127578,Bosché,Freemark Abbey
127579,Statement,Chehalem
127580,Hillside Reserve,Flora Springs
127581,Buckeye Vineyard,Piña
127582,Rattlesnake Hill Estate Bottled,Barnett
127583,Tresor,Ferrari-Carano
127584,,Château Lafaurie-Peyraguey
127585,Maresh Vineyard,Kelley Fox
127586,Gold Select Late Harvest Blanc,Martin Estate
127587,,Château Sigalas Rabaud
127588,Alabaster,Teso La Monja
127589,Alban Vineyard,Failla
127590,Liebelt Vineyards,Pacific Star
127591,Estate,Santa Ema
127592,120,Santa Rita
127593,,Hollick
127594,Soldier's Block Vineyard,Marktree
127595,,Alamos
127596,The Olive Grove,D'Arenberg
127597,Reserve,La Palma
127599,,Cockatoo Ridge
127600,,Banrock Station
127601,Dona Antonia Personal Reserve,Ferreira
127602,South Ridge Vineyard,Kynsi
127603,Reserve,Agustinos
127604,,Black Opal
127605,,Paradise Ridge
127606,Ceravolo,St. Andrews Estate
127607,Reserve,Porta
127608,,Santa Julia
127609,Rawson's Retreat,Penfolds
127610,Alto,Terrazas de Los Andes
127611,Railway,Hamilton's Ewell Vineyard
127612,Gold Label 777,Roadhouse Winery
127613,Green Label,Roadhouse Winery
127614,Estate Grown Rosé of,Sanford
127615,,Shale Oak
127616,Selección de Barricas Reserve San Pablo Vineyard,Tapiz
127654,Marie de Beauregard,Guy Saget
127617,Amorio,Tikal
127618,,Van Ruiten
127619,The Tawny,W. & J. Graham's
127620,Rosé of,Y Rousseau
127621,Reserve,Domaine Boyar
127622,,Fossil Point
127623,Quinta da Aveleda,Aveleda
127624,,Azelia
127625,,B Side
127626,Öreg Kiraly Dulo Mad,Barta
127627,Quinta das Setencostas,Casa Santos Lima
127628,Bussia,Cascina Ballarin
127629,,Château de Santenay
127630,Vieilles Vignes,Château de Santenay
127631,Bayliss-Bower Vineyard Pinot Noir Blanc,Ghost Hill
127632,,Coeur de Terre
127633,Tufoblu,Col dei Venti
127634,,Cortes de Cima
127635,Estate,De Loach
127636,Sur la Carrière,Domaine de la Croix Senaillet
127637,L'Echenault de Serre,Domaine des Crets
127638,Clos du Dessus des Marconnets,Domaine Pierre Labet
127639,Vieilles Vignes,Domaine Pierre Labet
127640,Goldrock Ridge Vineyard,Expression 38
127641,Nirvasco,Bersano
127642,,Château Couhins-Lurton
127643,,Château de Tracy
127644,Red One,Chilcas
127645,The Blend Limited Edition,Errazuriz
127646,Ciabot della Luna,Gianni Voerzio
127647,,Château de France
127648,,Château Haut Bellevue
127649,La Fleur du Barril,Château Haut-Goujon
127650,Cuvée Prestige,Château Haut Mazerolles
127651,Cuvée Francis Courselle,Château Thieuley
127652,Vigneron Select,Clos Pepe
127653,Vigna Basarin,Giacosa Fratelli
127655,Preston Vineyard,Horse & Plow
127656,,Keuka Lake Vineyards
127657,Assemblage,Paumanok
127658,,Paumanok
127659,,Prunotto
127660,Pajoré,Rizzi
127661,,Schug
127662,,Seven Hills
127663,Estate Grown,Silverado
127664,Blanc de Noirs,Sparkling Pointe
127665,,Tamarack Cellars
127666,,Tempus Cellars
127667,Serragrilli,Marchesi di Barolo
127668,Angelo,Mauro Veglio
127669,Sru,Monchiero Carbone
127670,,Heron
127671,Selección Especial,Abadia Retuerta
127672,,Barton & Guestier
127946,Bank,Cimarone
127673,,Terra Jovia
127674,Rocca dei Leoni Terre Cerase,Villa Matilde
127675,,Villa Raiano
127676,Roble,Viña Vilano
127677,Conde de Haro Brut,Muga
127678,Vintage,Quevedo
127679,Kheirè,Tenuta Gorghi Tondi
127680,,Château Gravas
127681,Cuvée la Chapelle,Château la Grande Métaire
127682,,Château Lamothe-Vincent
127683,,Château le Noble
127684,Cuvée Majeure,Château Turcaud
127685,La Grande Cuvée,Dourthe
127686,,Fat Cat
127687,Wildenstein R Trocken,Huber
127688,Jumara,I Capitani
127689,Guaglione,I Capitani
127690,,James Mitchell
127691,Roble,La Mano
127692,Proprietor's Reserve,Maryhill
127693,Gfill,St. Pauls
127694,Plötzner,St. Pauls
127695,Terecrea,Pilandro
127696,Reserva,Quinta da Alorna
127697,Guadalupe Selection Branco,Quinta do Quetzal
127698,,Robert Young
127699,Gamble Ranch Vineyard,Sbragia
127700,,Sweet Cheeks
127701,Johannisberg Wallhausen Trocken GG,Prinz Salm
127702,,Züm
127703,Pimenta Preta,Herdade de São Miguel
127704,Eichberg,Klaus Lentsch
127705,Lyra,Nals Margreid
127706,,Balverne
127707,Sweet,Blue Fish
127708,,Cantina Produttori San Michele Appiano
127709,,Château Doms
127710,La Chêneraie,Château Jeandeman
127711,Chileno Valley Vineyard,Couloir
127731,Les Chasseignes,Domaine Fouassier
127712,Casa de Santar Condessa de Santar,Dão Sul
127713,Vieilles Vignes,Domaine de Bellene
127714,Sommerhalde R GG Erste Lage,Huber
127715,Ancestral,Domaine Sangouard-Guyot
127716,Maple Vineyard,Dutcher Crossing
127717,Castel Ringberg,Elena Walch
127718,Brauneberger Kabinett,Fritz Haag
127719,Mercedes Riverblock,Gracianna
127720,Sergio Zenato Riserva,Zenato
127721,Aronui,Kono
127722,NJK Nagy Eged Grand Cru,Kovács Nimród
127723,,Haak
127724,,Campolargo
127725,Private Collection,Casal da Coelheira
127726,Monte Cascas Colheita,Casca Wines
127727,Cabo da Roca Reserva,Casca Wines
127728,Ridgecrest Vineyards,Chehalem
127729,Estate Grown,Cline
127730,,Domaine Dozon
127732,Les Pierris,Domaine Roger Champault
127733,Domaine de la Croix Canat Les Blancs Gâteaux,Domaine Tinel-Blondelet
127734,Sedàra,Donnafugata
127735,Vintage,Duorum
127736,Elevation,Early Mountain
127737,Don David Reserve,El Esteco
127738,Bojador,Espaço Rural
127739,Dornas Branco,Espaço Rural
127740,,Fontanafredda
127741,Les Belles Vignes,Fournier Père et Fils
127742,Three Otters,Fullerton
127743,Ode to Chuck David Hill Vineyards Old Vine,Golden Cluster
127744,,Henry Estate
127745,Mariana Tinto,Herdade do Rocim
127746,,Horton
127747,Aujourd'hui Comme Autrefois Non Filtré,Hubert Brochard
127748,Cuvée les Caillottes,Jean-Max Roger
127749,Le Chemin de Marloup,Jean-Paul Picard
127750,Guarda,Lagarde
127751,,Robert Karl
127752,Reserve,Rutherford Ranch
127753,La Forra Riserva,Tenuta di Nozzole
127754,Blueline Vineyard,Hourglass
127755,,Le Bèrne
127756,,Lisini
127757,,Northstar
127758,Im Sonnenschein Grosses Gewächs,Ökonomierat Rebholz
127759,,Villa I Cipressi
127760,Golden Delicious,Zero One Vintners
127761,Rocca Guicciarda Riserva,Barone Ricasoli
127762,Oxford 1.970,Bodegas Dios Baco S.L.
127763,Riserva,Capannelle
127764,The Contours Museum Reserve,Pewsey Vale
127765,,PianCornello
127766,Lot 147,Rocland Estate
127767,Santedame Riserva,Ruffino
127768,,S. Lucia
127769,Poggio Rosso Riserva,San Felice
127770,,Tenuta Crocedimezzo
127771,Riserva,Tenuta di Arceno
127772,Forster Kichenstück Cyriakus Spätlese Trocken,Eugen Müller
127773,Forster Jesuitengarten Grosses Gewächs Spätlese Trocken,Geh. Rat Dr. von Bassermann-Jordan
127774,Deidesheimer Hohenmorgen Auslese,Geh. Rat Dr. von Bassermann-Jordan
127775,,Domaine de la Chezatte
127776,,Huia
127777,Dorn Vineyard,J.J. Mchale
127778,Limited Edition DCVIII,Dry Creek Vineyard
127779,Single Vineyard,Monte Lago
127780,Visiterra,Morandé
127781,Fumé II The Deuce,Murphy-Goode
127799,Conti Contini,Capezzana
127782,Marchesi Pancrazi,Villa di Bagnolo
127783,Clos Du Roy,Pascal Jolivet
127784,,Pascal Jolivet
127785,,Pascal Jolivet
127786,Quartet Red Wine,Paschal
127787,,Abacela
127788,Hyde Vineyards,Selene
127789,La Cave Rouge,Siskiyou Vineyards
127790,Reserve,Rancho Zabaco
127791,Susy's Cuvée,Waugh Cellars
127792,Croft-Bailey,Westrey
127793,,Napa Wine Co.
127794,,Lacheteau
127795,Oakville,Liparita
127796,Dog Point,Goldwater
127797,,Chimney Rock
127798,,Chalk Hill
127800,Riserva,Viticcio
127801,,Girardet
127802,,Benziger
127803,Vite Vecchio Centanni Vineyard,Kennedy Family
127804,Estate Grown and Bottled Goldman Vineyard Dry,Keuka Lake Vineyards
127805,,La Fiorita
127806,Estate Vineyard,Masút
127807,Reserve Cuvée Brut Made With Organically Grown Grapes,McFadden
127808,Estate,McIntyre Vineyards
127809,Villa al Cortile,Piccini
127810,Hugues de Coulmet Blanc de Blancs Brut,Pierre Moncuit
127811,Dry,Red Newt Cellars
127812,Symmetry,Rodney Strong
127813,Reserve,Shaw
127814,Ugolforte,Tenuta San Giorgio
127815,Single Vineyard Los Aromos,Terrazas de Los Andes
127816,Provenance,Saronsberg
127817,,Bennett Lane
127818,,Château Mondésir
127819,Fugue de Nenin,Château Nenin
127820,Reserve Davis Vineyards,Damiani
127821,,Dierberg
127822,,Fairview
127823,,Il Palazzone
127824,,Gaba do Xil
127825,Whispering Oaks Vineyard,Handley
127826,Ingle Vineyard,Heron Hill
127827,,Piombaia Rossi-Cantini
127828,Vendimia Seleccionada,Resalte
127829,,Robert Mondavi
127830,Romancer-Heringer Vineyard,Rock Wall
127831,,Star Lane Vineyard
127832,,Va Piano
127833,,Sallier de la Tour
127834,,Sebastiani
127835,Merlot-Cabernet Sauvignon-Syrah-Cabernet Franc,Selendi
127836,Solare,Sol Stone
127837,Winemaker's Reserve,Souverain
127838,Ambruco,Terre del Principe
127839,,Tsantali
127840,La Tercia Bodega,Yemanueva
127841,Guaglione,I Capitani
127842,,Kaella
127843,Side View,Karma
127844,Dry,Ktima Voyatzi
127845,,La Coterie
127846,Climat Les Quarts,La Soufrandière
127847,,Lakewood
127848,Clos de la Crochette,Les Héritiers du Comte Lafon
127849,,Longoria
127850,Les Deux Moulins,Louis Latour
127851,,Maison Champy
127852,Clos de la Maison,Manoir du Capucin
127853,Ariepetrina,Masseria Felicia
127854,,Mazzocco
127855,Bombing Range,McKinley Springs
127856,Highland,Morgan
127857,Parmalee-Hill Vineyard,Armida
127858,Happy Canyon Vineyards,Barrack
127859,Terra di Vulcano,Bisceglia
127860,Selección Crianza,Bodegas Tobía
127861,,Bohigas
127862,Colle Rotondella,Cantine Astroni
127863,,Wölffer
127864,Turtles Vineyard,Alpha Estate
127865,Plenipotentiary Estate Grown,Ambassador Vineyard
127866,,Bravium
127867,Oriana,Brian Carter Cellars
127868,Gran Reserva,Castillo Clavijo
127869,Merlot Blend,Charles & Charles
127870,Sexton,Chasseur
127871,,Château de Garros
127872,,Château Haut Gaudin
127873,,Château Haut-La-Péreyre
127874,Sainte Radegonde,Château Jean Faux
127875,,Château La Jalgue
127876,,Château Laubes
127877,Cuvée Alix,Château Panchille
127878,,Château Pilet
127879,Lake Shore,City Winery Chicago
127880,,Columbia Winery
127881,,Con un Par
127882,Rosé of,Concannon
127883,Monopole,CVNE
127884,,Dr. Konstantin Frank
127885,Reserve,Frei Brothers
127886,Newsprint,Guardian
127887,,Hedges
127888,Reserve Pinot Noir,Heron Hill
127889,Joy Dry,Inspire Moore
127890,Rose of,Kessler-Haak
127891,Bussia,La Bioca
127892,Lieu-Dit Coudrat,Les Vignerons de Tutiac
127893,Reserve,Ballentine
127894,,Peza do Rei
127895,Les Cantates Chignin Bergeron,Philippe Viallet
127896,Sanguinetti Vineyard,Martin Lane Winery
127897,Reimer Family Vineyards,Meyer Family Vineyards
127898,,:Nota Bene
127899,Castillo de Albai Reserva,Pagos del Rey
127900,,Palazzo
127901,Bella Vigna Vineyard,Palumbo Family Vineyards
127902,Vinohora Rara Neagra-Malbec,Purcari
127903,Vintner's Reserve,Kendall-Jackson
127904,,La Gerla
127905,Il Divasco Riserva,La Rasina
127906,Reserve,Township 7
127907,,V. Sattui
127908,Vigna del Lago,Val di Suga
127909,Reserve,Villa San Juliette
127910,,Villebois
127911,,Yazgan
127912,Artisan Collection,HandCraft
